epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,3508.48,0.78314,0.50943,1.29058,0.94557,0.90101,0.95387,0.75314,0.81382,0.47323,1.48416,0.0008912,0.0008912,0.0008912
44,3589.2,0.77482,0.50956,1.28789,0.95547,0.91319,0.9638,0.75139,0.81321,0.45114,1.47418,0.0008648,0.0008648,0.0008648
45,3668.87,0.75826,0.49633,1.27432,0.94463,0.91319,0.95274,0.7421,0.80688,0.47055,1.48185,0.0008384,0.0008384,0.0008384
46,3751.06,0.76515,0.50041,1.27484,0.9436,0.91206,0.9566,0.74264,0.82001,0.46993,1.48043,0.000812,0.000812,0.000812
47,3830.89,0.7613,0.49464,1.27282,0.93642,0.91318,0.95985,0.75355,0.79401,0.45208,1.44733,0.0007856,0.0007856,0.0007856
48,3911.79,0.75792,0.49244,1.27718,0.94631,0.90417,0.95142,0.7494,0.81392,0.4819,1.47428,0.0007592,0.0007592,0.0007592
49,3994.24,0.74818,0.48899,1.26618,0.9549,0.90708,0.95969,0.75535,0.78602,0.45667,1.45463,0.0007328,0.0007328,0.0007328
50,4074.88,0.73805,0.47817,1.25861,0.96284,0.90562,0.95661,0.75242,0.7914,0.44366,1.45624,0.0007064,0.0007064,0.0007064
51,4155.35,0.73995,0.4711,1.26518,0.95033,0.90981,0.95934,0.74939,0.79759,0.45891,1.44821,0.00068,0.00068,0.00068
52,4234.84,0.73374,0.468,1.26308,0.93301,0.91319,0.95711,0.75013,0.79096,0.45297,1.46507,0.0006536,0.0006536,0.0006536
53,4316.19,0.73656,0.47692,1.26115,0.94098,0.9177,0.95897,0.75785,0.78989,0.45229,1.44617,0.0006272,0.0006272,0.0006272
54,4394.51,0.74062,0.4751,1.25664,0.93391,0.91657,0.95796,0.75902,0.78216,0.44542,1.42893,0.0006008,0.0006008,0.0006008
55,4473.09,0.74132,0.48207,1.26435,0.94684,0.90365,0.95338,0.7537,0.78401,0.44973,1.44947,0.0005744,0.0005744,0.0005744
56,4554.22,0.73124,0.46457,1.25593,0.94795,0.90346,0.957,0.75069,0.7824,0.45824,1.44288,0.000548,0.000548,0.000548
57,4634.17,0.74356,0.47461,1.25808,0.95598,0.91094,0.95554,0.75691,0.77894,0.42733,1.4538,0.0005216,0.0005216,0.0005216
58,4713.04,0.71906,0.44672,1.2445,0.93767,0.91587,0.95933,0.75847,0.77756,0.43815,1.43587,0.0004952,0.0004952,0.0004952
59,4793.12,0.7189,0.45467,1.2449,0.94023,0.91432,0.95632,0.76265,0.77892,0.4359,1.43616,0.0004688,0.0004688,0.0004688
60,4871.3,0.71651,0.45951,1.23423,0.94262,0.90759,0.9551,0.76113,0.77053,0.43212,1.42509,0.0004424,0.0004424,0.0004424
61,4950.35,0.70832,0.4432,1.23756,0.95009,0.90981,0.95849,0.7652,0.77492,0.42981,1.44138,0.000416,0.000416,0.000416
62,5029.97,0.70704,0.44259,1.2362,0.93412,0.92785,0.95965,0.76668,0.7703,0.41603,1.43309,0.0003896,0.0003896,0.0003896
63,5110.82,0.70842,0.44094,1.23617,0.94844,0.91432,0.95846,0.77048,0.7515,0.41321,1.40467,0.0003632,0.0003632,0.0003632
64,5189.26,0.70884,0.4348,1.23844,0.94426,0.91681,0.95776,0.76649,0.75538,0.42113,1.42506,0.0003368,0.0003368,0.0003368
65,5268.47,0.70905,0.43924,1.23058,0.94943,0.91019,0.95737,0.76495,0.7609,0.42284,1.42027,0.0003104,0.0003104,0.0003104
66,5350.82,0.58869,0.35254,1.24811,0.95119,0.92221,0.96393,0.76612,0.76307,0.41691,1.41902,0.000284,0.000284,0.000284
67,5430.21,0.5784,0.32332,1.24041,0.9429,0.90868,0.95869,0.76502,0.75867,0.42845,1.42001,0.0002576,0.0002576,0.0002576
68,5506.42,0.57535,0.31687,1.23548,0.9548,0.9177,0.96031,0.77008,0.7513,0.41643,1.40783,0.0002312,0.0002312,0.0002312
69,5585.11,0.57978,0.31242,1.23138,0.95415,0.92221,0.96484,0.77558,0.75283,0.41199,1.40996,0.0002048,0.0002048,0.0002048
70,5662.96,0.5629,0.31496,1.22209,0.94916,0.92108,0.966,0.7732,0.74664,0.40163,1.40165,0.0001784,0.0001784,0.0001784
71,5739.01,0.5654,0.3062,1.22926,0.9489,0.91995,0.96687,0.77066,0.75704,0.40616,1.4109,0.000152,0.000152,0.000152
72,5815.9,0.55917,0.30318,1.22106,0.94609,0.92988,0.96254,0.77202,0.74685,0.40289,1.41314,0.0001256,0.0001256,0.0001256
73,5895.61,0.5558,0.30019,1.21928,0.94528,0.91995,0.96414,0.77393,0.74335,0.39264,1.40181,9.92e-05,9.92e-05,9.92e-05
74,5971.97,0.54842,0.29231,1.20547,0.94995,0.92002,0.96418,0.77298,0.74557,0.4013,1.40602,7.28e-05,7.28e-05,7.28e-05
75,6049.55,0.54701,0.29403,1.20981,0.95684,0.91545,0.96342,0.773,0.74709,0.40015,1.40376,4.64e-05,4.64e-05,4.64e-05
